"id","age","job","marital","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","edu"
9210,36,"blue-collar","single","no","yes","yes","cellular","jun","wed",2,3,1,"success","high.school"
9211,35,"technician","divorced","no","no","no","cellular","jun","wed",1,13,2,"failure","professional.course"
9212,36,"admin.","single","no","yes","yes","cellular","jun","wed",1,999,0,"nonexistent","university.degree"
9213,36,"blue-collar","single","no","no","no","cellular","jun","wed",1,6,1,"success","high.school"
9214,35,"technician","divorced","no","yes","yes","cellular","jun","wed",1,999,0,"nonexistent","professional.course"
9215,37,"admin.","married","no","no","no","cellular","jun","wed",3,999,0,"nonexistent","high.school"
9216,40,"blue-collar","married","no","yes","no","cellular","jun","wed",3,3,2,"success","9"
9217,24,"student","single","no","no","no","cellular","jun","wed",2,14,2,"success","high.school"
9218,33,"management","single","no","yes","no","cellular","jun","wed",2,999,3,"failure","university.degree"
9219,22,"student","single","no","yes","no","telephone","jun","wed",1,999,2,"failure","high.school"
9220,59,"technician","married","no","no","no","cellular","jun","thu",4,999,1,"failure","professional.course"
9221,74,"retired","divorced","no","no","no","telephone","jun","thu",1,999,1,"failure","4"
9222,30,"admin.","single","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent","university.degree"
9223,44,"self-employed","divorced","no","yes","no","cellular","jun","thu",1,999,0,"nonexistent","professional.course"
9224,43,"management","married","no","no","no","cellular","jun","thu",1,999,0,"nonexistent","university.degree"
9225,44,"self-employed","divorced","no","yes","yes","cellular","jun","thu",1,999,1,"failure","professional.course"
9226,31,"unemployed","single","no","yes","no","cellular","jun","thu",3,999,0,"nonexistent","high.school"
9227,37,"unemployed","single","no","yes","no","cellular","jun","thu",2,6,1,"success","university.degree"
9228,30,"admin.","single","no","no","no","cellular","jun","thu",1,999,0,"nonexistent","university.degree"
9229,38,"technician","single","no","yes","yes","cellular","jun","thu",1,999,0,"nonexistent","university.degree"
9230,68,"retired","married","no","yes","no","cellular","jun","thu",2,999,1,"failure","4"
9231,25,"services","single","no","no","no","telephone","jun","thu",1,999,0,"nonexistent","9"
9232,33,"management","single","no","no","no","telephone","jun","thu",1,999,0,"nonexistent","high.school"
9233,33,"admin.","married","no","no","no","telephone","jun","thu",1,999,0,"nonexistent","high.school"
9234,26,"unemployed","single","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent","high.school"
9235,39,"admin.","married","no","yes","no","telephone","jun","thu",1,999,1,"failure","university.degree"
9236,47,"technician","divorced","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent","professional.course"
9237,69,"retired","divorced","no","no","no","cellular","jun","fri",6,12,2,"failure","professional.course"
9238,37,"technician","single","no","yes","no","cellular","jun","fri",1,999,2,"failure","university.degree"
9239,23,"student","single","no","no","no","cellular","jun","fri",1,14,1,"success","6"
9240,30,"technician","married","no","no","yes","cellular","jun","fri",1,999,1,"failure","university.degree"
9241,30,"technician","married","no","no","no","cellular","jun","fri",1,7,1,"success","university.degree"
9242,36,"admin.","married","no","yes","yes","cellular","jun","fri",1,4,4,"success","university.degree"
9243,53,"housemaid","married","no","yes","no","cellular","jun","fri",6,999,0,"nonexistent","high.school"
9244,36,"unemployed","married","no","yes","no","telephone","jun","fri",1,999,0,"nonexistent","professional.course"
9245,83,"retired","divorced","no","no","yes","cellular","jun","fri",2,999,0,"nonexistent","4"
9246,37,"unemployed","single","no","no","no","cellular","jun","fri",2,999,0,"nonexistent","university.degree"
9247,69,"retired","divorced","no","yes","no","telephone","jun","fri",5,999,0,"nonexistent","professional.course"
9248,27,"admin.","single","no","yes","no","cellular","jun","fri",2,999,1,"failure","university.degree"
9249,53,"management","divorced","no","yes","no","cellular","jun","mon",6,999,2,"failure","university.degree"
9250,33,"services","married","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent","high.school"
9251,37,"unemployed","married","unknown","yes","no","cellular","jun","mon",3,3,2,"success","university.degree"
9252,51,"admin.","married","no","no","no","cellular","jun","mon",4,999,0,"nonexistent","university.degree"
9253,51,"admin.","married","no","yes","no","cellular","jun","mon",3,10,3,"success","university.degree"
9254,32,"technician","married","no","no","no","cellular","jun","mon",3,999,1,"failure","university.degree"
9255,53,"management","divorced","no","no","no","cellular","jun","mon",1,999,0,"nonexistent","university.degree"
9256,51,"blue-collar","married","no","no","yes","cellular","jun","mon",1,3,1,"success","4"
9257,34,"admin.","single","no","yes","no","cellular","jun","mon",1,999,0,"nonexistent","university.degree"
9258,32,"blue-collar","single","no","no","no","cellular","jun","mon",1,2,2,"success","high.school"
9259,32,"blue-collar","single","no","no","no","cellular","jun","mon",1,999,1,"failure","high.school"
9260,37,"self-employed","married","no","no","no","telephone","jun","mon",1,999,0,"nonexistent","university.degree"
9261,37,"unemployed","married","unknown","no","no","telephone","jun","mon",1,999,0,"nonexistent","university.degree"
9262,62,"blue-collar","married","no","yes","no","cellular","jun","mon",4,4,3,"success","high.school"
9263,35,"management","married","no","yes","no","cellular","jun","mon",3,999,0,"nonexistent","university.degree"
9264,37,"self-employed","married","no","no","no","cellular","jun","mon",2,999,0,"nonexistent","university.degree"
9265,68,"retired","married","unknown","yes","no","cellular","jun","mon",3,999,0,"nonexistent","4"
9266,37,"self-employed","married","no","no","no","telephone","jun","mon",4,999,0,"nonexistent","university.degree"
9267,38,"technician","single","no","yes","no","cellular","jun","mon",6,999,0,"nonexistent","university.degree"
9268,36,"management","married","no","no","no","cellular","jun","tue",1,999,1,"failure","university.degree"
9269,81,"retired","divorced","no","no","no","cellular","jun","tue",1,999,4,"failure","high.school"
9270,34,"unemployed","single","no","no","no","cellular","jun","tue",1,999,0,"nonexistent","university.degree"
9271,50,"blue-collar","married","no","no","no","cellular","jun","tue",4,999,1,"failure","4"
9272,76,"retired","married","unknown","yes","no","cellular","jun","tue",1,3,1,"success","professional.course"
9273,76,"retired","married","unknown","yes","no","cellular","jun","tue",1,9,2,"success","professional.course"
9274,56,"retired","married","no","no","no","cellular","jun","tue",1,3,1,"success","high.school"
9275,64,"retired","married","no","no","no","cellular","jun","tue",1,999,3,"failure","professional.course"
9276,27,"unemployed","single","no","no","no","cellular","jun","tue",1,999,2,"failure","4"
9277,27,"admin.","single","no","no","no","cellular","jun","tue",2,999,0,"nonexistent","high.school"
9278,23,"student","single","no","yes","no","cellular","jun","tue",1,6,3,"success","9"
9279,35,"admin.","married","no","yes","no","cellular","jun","tue",1,5,1,"success","university.degree"
9280,25,"student","single","no","yes","yes","cellular","jun","tue",2,6,3,"success","high.school"
9281,38,"entrepreneur","married","no","no","no","cellular","jun","tue",1,2,3,"success","6"
9282,38,"entrepreneur","married","no","yes","no","cellular","jun","tue",1,999,0,"nonexistent","6"
9283,27,"admin.","single","no","no","no","cellular","jun","tue",2,999,0,"nonexistent","high.school"
9284,32,"management","single","no","no","no","cellular","jun","tue",4,999,0,"nonexistent","university.degree"
9285,30,"technician","single","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent","professional.course"
9286,33,"admin.","married","no","no","no","telephone","jun","tue",2,999,0,"nonexistent","university.degree"
9287,34,"unemployed","single","no","yes","no","cellular","jun","tue",2,999,0,"nonexistent","university.degree"
9288,32,"blue-collar","married","no","yes","no","telephone","jun","tue",1,999,1,"failure","4"
9289,26,"technician","single","no","no","no","telephone","jun","tue",1,999,0,"nonexistent","professional.course"
9290,26,"admin.","married","no","no","no","cellular","jun","wed",4,12,3,"failure","high.school"
9291,27,"unknown","single","no","yes","no","cellular","jun","wed",4,3,2,"success","university.degree"
9292,52,"admin.","married","no","yes","no","cellular","jun","wed",2,999,0,"nonexistent","university.degree"
9293,26,"admin.","married","no","no","no","cellular","jun","wed",1,999,0,"nonexistent","high.school"
9294,30,"technician","single","no","yes","no","telephone","jun","wed",1,999,2,"failure","university.degree"
9295,27,"unknown","single","no","yes","no","cellular","jun","wed",3,999,0,"nonexistent","university.degree"
9296,33,"services","married","no","yes","no","cellular","jun","wed",2,12,2,"success","high.school"
9297,56,"retired","married","no","yes","no","cellular","jun","wed",2,3,2,"success","4"
9298,29,"technician","single","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent","high.school"
9299,86,"retired","single","unknown","no","no","telephone","jun","wed",1,999,0,"nonexistent","9"
9300,21,"student","single","no","yes","yes","cellular","jun","wed",2,999,0,"nonexistent","high.school"
9301,29,"admin.","single","no","no","no","cellular","jun","wed",5,999,0,"nonexistent","high.school"
9302,26,"admin.","married","no","yes","yes","cellular","jun","wed",2,999,1,"failure","high.school"
9303,66,"retired","married","no","no","yes","cellular","jun","wed",2,999,0,"nonexistent","4"
9304,31,"technician","single","no","yes","no","telephone","jun","wed",1,999,0,"nonexistent","university.degree"
9305,52,"admin.","married","no","yes","yes","cellular","jun","wed",4,999,3,"failure","university.degree"
9306,26,"admin.","married","no","no","no","cellular","jun","wed",5,999,0,"nonexistent","high.school"
9307,37,"admin.","single","no","yes","yes","cellular","jul","thu",4,999,2,"failure","high.school"
9308,37,"admin.","single","no","no","no","telephone","jul","thu",4,999,3,"failure","high.school"
9309,35,"management","married","no","yes","yes","telephone","jul","thu",1,999,1,"failure","university.degree"
9310,34,"admin.","married","no","yes","no","telephone","jul","thu",1,999,1,"failure","high.school"
9311,29,"admin.","single","no","no","no","telephone","jul","thu",1,999,0,"nonexistent","high.school"
9312,60,"management","married","no","yes","yes","cellular","jul","thu",1,4,2,"success","university.degree"
9313,37,"admin.","single","no","no","no","cellular","jul","thu",2,7,3,"success","high.school"
9314,27,"admin.","single","no","no","no","cellular","jul","thu",2,999,2,"failure","high.school"
9315,38,"admin.","married","no","no","no","cellular","jul","thu",2,10,2,"success","high.school"
9316,33,"blue-collar","married","no","no","no","telephone","jul","thu",1,999,0,"nonexistent","university.degree"
9317,38,"unemployed","divorced","no","no","no","telephone","jul","thu",1,999,0,"nonexistent","high.school"
9318,39,"blue-collar","married","no","yes","no","telephone","jul","fri",1,14,1,"success","6"
9319,27,"services","single","no","no","no","cellular","jul","fri",3,999,0,"nonexistent","high.school"
9320,37,"admin.","single","no","yes","no","cellular","jul","fri",2,4,3,"success","university.degree"
9321,33,"admin.","married","no","yes","yes","cellular","jul","fri",3,999,0,"nonexistent","university.degree"
9322,37,"admin.","single","no","yes","no","cellular","jul","fri",2,6,3,"success","university.degree"
9323,55,"admin.","married","no","yes","no","cellular","jul","fri",1,999,2,"failure","university.degree"
9324,35,"admin.","single","no","no","no","cellular","jul","fri",5,4,1,"success","university.degree"
9325,27,"services","single","no","unknown","unknown","cellular","jul","fri",1,999,1,"failure","high.school"
9326,25,"blue-collar","single","no","no","yes","cellular","jul","fri",1,999,0,"nonexistent","9"
9327,55,"admin.","married","no","yes","yes","cellular","jul","fri",2,999,1,"failure","university.degree"
9328,48,"admin.","single","no","yes","no","cellular","jul","fri",2,3,1,"success","university.degree"
9329,52,"admin.","single","no","no","no","telephone","jul","mon",1,999,1,"failure","high.school"
9330,41,"admin.","divorced","no","no","no","cellular","jul","mon",3,999,0,"nonexistent","university.degree"
9331,34,"technician","single","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent","university.degree"
